,@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,pii,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,article-number,source-id,openaccess,openaccessFlag,prism:eIssn,freetoread,freetoreadLabel,prism:issueIdentifier,prism:isbn,pubmed-id
21,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85099933992'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85099933992?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85099933992&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85099933992&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85099933992,SCOPUS_ID:85099933992,2-s2.0-85099933992,The evolution of distributed computing systems: from fundamental to new frontiers,Lindsay D.,Computing,0010485X,103,1859-1878,2021-08-01,August 2021,10.1007/s00607-020-00900-y,,2,"[{'@_fa': 'true', 'affilname': 'School of Computing and Communications, Lancaster University', 'affiliation-city': 'Lancaster', 'affiliation-country': 'United Kingdom'}]",Journal,ar,Article,,24407,0,False,14365057,,,8,,
22,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85104986792'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85104986792?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85104986792&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104986792&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S095965262101492X'}]",https://api.elsevier.com/content/abstract/scopus_id/85104986792,SCOPUS_ID:85104986792,2-s2.0-85104986792,Smart energy prosumers in Norway: Critical reflections on implications for participation and everyday life,Korsnes M.,Journal of Cleaner Production,09596526,306,,2021-07-15,15 July 2021,10.1016/j.jclepro.2021.127273,S095965262101492X,1,"[{'@_fa': 'true', 'affilname': 'Norges Teknisk-Naturvitenskapelige Universitet', 'affiliation-city': 'Trondheim', 'affiliation-country': 'Norway'}]",Journal,ar,Article,127273,19167,1,True,,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]}",,,
23,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85110187511'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85110187511?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85110187511&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85110187511&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85110187511,SCOPUS_ID:85110187511,2-s2.0-85110187511,A tensorflow approach to data analysis for time series forecasting in the energy-efficiency realm,Iruela J.R.S.,Energies,,14,,2021-07-01,1 July 2021,10.3390/en14134038,,0,"[{'@_fa': 'true', 'affilname': 'Universidad de Granada', 'affiliation-city': 'Granada', 'affiliation-country': 'Spain'}]",Journal,ar,Article,4038,62932,1,True,19961073,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",13,,
24,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85103305118'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85103305118?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85103305118&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103305118&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85103305118,SCOPUS_ID:85103305118,2-s2.0-85103305118,A Novel Hierarchical Demand Response Strategy for Residential Microgrid,Zhang Z.,IEEE Transactions on Industry Applications,00939994,57,3262-3271,2021-07-01,July-August 2021,10.1109/TIA.2021.3067864,,0,"[{'@_fa': 'true', 'affilname': 'University of Electronic Science and Technology of China', 'affiliation-city': 'Chengdu', 'affiliation-country': 'China'}]",Journal,ar,Article,9384244,17361,0,False,19399367,,,4,,
0,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85105340487'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85105340487?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85105340487&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105340487&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0959652621012609'}]",https://api.elsevier.com/content/abstract/scopus_id/85105340487,SCOPUS_ID:85105340487,2-s2.0-85105340487,Systematic review: Landlords’ willingness to retrofit energy efficiency improvements,Lang M.,Journal of Cleaner Production,09596526,303,,2021-06-20,20 June 2021,10.1016/j.jclepro.2021.127041,S0959652621012609,0,"[{'@_fa': 'true', 'affilname': 'Monash University', 'affiliation-city': 'Melbourne', 'affiliation-country': 'Australia'}]",Journal,re,Review,127041,19167,0,False,,,,,,
1,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85108695974'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85108695974?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85108695974&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85108695974&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85108695974,SCOPUS_ID:85108695974,2-s2.0-85108695974,An innovative approach to energy consumer segmentation—a behavioural perspective. The case of the eco-bot project,Słupik S.,Energies,,14,,2021-06-02,2 June 2021,10.3390/en14123556,,2,"[{'@_fa': 'true', 'affilname': 'University of Economics in Katowice', 'affiliation-city': 'Katowice', 'affiliation-country': 'Poland'}]",Journal,ar,Article,3556,62932,1,True,19961073,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",12,,
2,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85107741181'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85107741181?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85107741181&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85107741181&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85107741181,SCOPUS_ID:85107741181,2-s2.0-85107741181,Digital technologies for urban metabolism efficiency: Lessons from urban agenda partnership on circular economy,D’amico G.,Sustainability (Switzerland),,13,,2021-06-01,1 June 2021,10.3390/su13116043,,3,"[{'@_fa': 'true', 'affilname': 'Università degli Studi di Messina', 'affiliation-city': 'Messina', 'affiliation-country': 'Italy'}]",Journal,ar,Article,6043,21100240100,1,True,20711050,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",11,,
3,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85105571799'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85105571799?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85105571799&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105571799&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0957178721000576'}]",https://api.elsevier.com/content/abstract/scopus_id/85105571799,SCOPUS_ID:85105571799,2-s2.0-85105571799,Implementing automated residential demand response in South Korea: Consumer preferences and market potential,Lim K.,Utilities Policy,09571787,70,,2021-06-01,June 2021,10.1016/j.jup.2021.101223,S0957178721000576,0,"[{'@_fa': 'true', 'affilname': 'Seoul National University', 'affiliation-city': 'Seoul', 'affiliation-country': 'South Korea'}, {'@_fa': 'true', 'affilname': 'Korea Electric Power', 'affiliation-city': 'Seoul', 'affiliation-country': 'South Korea'}]",Journal,ar,Article,101223,19786,0,False,,,,,,
4,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85103000375'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85103000375?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85103000375&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103000375&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0301421521000653'}]",https://api.elsevier.com/content/abstract/scopus_id/85103000375,SCOPUS_ID:85103000375,2-s2.0-85103000375,"Knowledge, energy sustainability, and vulnerability in the demographics of smart home technology diffusion",Sovacool B.K.,Energy Policy,03014215,153,,2021-06-01,June 2021,10.1016/j.enpol.2021.112196,S0301421521000653,4,"[{'@_fa': 'true', 'affilname': 'University of Sussex Business School', 'affiliation-city': 'Brighton', 'affiliation-country': 'United Kingdom'}, {'@_fa': 'true', 'affilname': 'Aarhus Universitet', 'affiliation-city': 'Aarhus', 'affiliation-country': 'Denmark'}]",Journal,ar,Article,112196,29403,1,True,,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}, {'$': 'Green'}]}",,,
5,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85101159354'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85101159354?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85101159354&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85101159354&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S2210422421000034'}]",https://api.elsevier.com/content/abstract/scopus_id/85101159354,SCOPUS_ID:85101159354,2-s2.0-85101159354,Policies to minimise environmental and rebound effects from telework: A study for Australia,Guerin T.F.,Environmental Innovation and Societal Transitions,,39,18-33,2021-06-01,June 2021,10.1016/j.eist.2021.01.003,S2210422421000034,4,,Journal,ar,Article,,19700201681,0,False,22104224,,,,,
6,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85107221500'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85107221500?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85107221500&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85107221500&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85107221500,SCOPUS_ID:85107221500,2-s2.0-85107221500,Customer Engagement as the Basis for Technology Decisions in a Smart City,Davydova T.,E3S Web of Conferences,25550403,263,,2021-05-28,28 May 2021,10.1051/e3sconf/202126304015,,0,"[{'@_fa': 'true', 'affilname': 'Voronezh State Technical University', 'affiliation-city': 'Voronezh', 'affiliation-country': 'Russian Federation'}]",Conference Proceeding,cp,Conference Paper,04015,21100795900,1,True,22671242,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,,
7,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85106435746'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85106435746?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85106435746&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85106435746&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85106435746,SCOPUS_ID:85106435746,2-s2.0-85106435746,How smart meter data analysis can support understanding the impact of occupant behavior on building energy performance: a comprehensive review,Adams J.N.,Energies,,14,,2021-05-01,1 May 2021,10.3390/en14092502,,3,"[{'@_fa': 'true', 'affilname': 'The University of Tennessee, Knoxville', 'affiliation-city': 'Knoxville', 'affiliation-country': 'United States'}]",Journal,ar,Article,2502,62932,1,True,19961073,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",9,,
8,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85105392404'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85105392404?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85105392404&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105392404&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85105392404,SCOPUS_ID:85105392404,2-s2.0-85105392404,"Digitization and sustainability in the household, building and transport sectors: a brief overview",Frondel M.,List Forum fur Wirtschafts- und Finanzpolitik,09370862,46,405-422,2021-05-01,May 2021,10.1007/s41025-021-00222-7,,1,"[{'@_fa': 'true', 'affilname': 'Ruhr-Universitat Bochum', 'affiliation-city': 'Bochum', 'affiliation-country': 'Germany'}]",Journal,ar,Article,,21100899292,1,True,23643943,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}, {'$': 'Green'}]}",4,,
9,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85101401602'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85101401602?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85101401602&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85101401602&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S1364032121001416'}]",https://api.elsevier.com/content/abstract/scopus_id/85101401602,SCOPUS_ID:85101401602,2-s2.0-85101401602,Thermal comfort maintenance in demand response programs: A critical review,da Fonseca A.L.A.,Renewable and Sustainable Energy Reviews,13640321,141,,2021-05-01,May 2021,10.1016/j.rser.2021.110847,S1364032121001416,4,"[{'@_fa': 'true', 'affilname': 'Universidade Federal de São Carlos', 'affiliation-city': 'Sao Carlos', 'affiliation-country': 'Brazil'}, {'@_fa': 'true', 'affilname': 'Federal Institute of Education', 'affiliation-city': 'Cuiaba', 'affiliation-country': 'Brazil'}]",Journal,re,Review,110847,27567,0,False,18790690,,,,,
10,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85103450049'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85103450049?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85103450049&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103450049&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85103450049,SCOPUS_ID:85103450049,2-s2.0-85103450049,Demand side climate change mitigation actions and SDGs: Literature review with systematic evidence search,Roy J.,Environmental Research Letters,17489318,16,,2021-04-01,April 2021,10.1088/1748-9326/abd81a,,5,"[{'@_fa': 'true', 'affilname': 'Jadavpur University', 'affiliation-city': 'Kolkata', 'affiliation-country': 'India'}]",Journal,re,Review,043003,5200152632,1,True,17489326,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",4,,
11,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85099351419'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85099351419?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85099351419&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85099351419&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S2210670720309082'}]",https://api.elsevier.com/content/abstract/scopus_id/85099351419,SCOPUS_ID:85099351419,2-s2.0-85099351419,Dominant factors for targeted demand side management—An alternate approach for residential demand profiling in developing countries,Khan I.,Sustainable Cities and Society,22106707,67,,2021-04-01,April 2021,10.1016/j.scs.2020.102693,S2210670720309082,4,"[{'@_fa': 'true', 'affilname': 'Jashore University of Science and Technology', 'affiliation-city': 'Jessore', 'affiliation-country': 'Bangladesh'}, {'@_fa': 'true', 'affilname': 'University of Otago', 'affiliation-city': 'Dunedin', 'affiliation-country': 'New Zealand'}]",Journal,ar,Article,102693,19700194105,0,False,,,,,,
